SEG_ID,START_POINT,END_POINT,COUNT
562.0,POINT (466767.3727451684 4435167.2018339615),POINT (466773.5758052878 4435113.7522711065),5
562.0,POINT (466767.4 4435167.2),POINT (466773.6 4435113.8),5
562.0,POINT (466773.5758052878 4435113.7522711065),POINT (466767.3727451684 4435167.2018339615),4
564.0,POINT (466766.9 4435171.1),POINT (466767.3 4435167.6),12
564.0,POINT (466767.3 4435167.6),POINT (466766.9 4435171.1),4
564.0,POINT (466767.3 4435167.6),POINT (466767.4 4435167.2),13
564.0,POINT (466767.4 4435167.2),POINT (466767.3 4435167.6),4
565.0,POINT (466763 4435205.1),POINT (466766.9 4435171.1),12
565.0,POINT (466766.9 4435171.1),POINT (466763 4435205.1),4
566.0,POINT (466758.9 4435239.8),POINT (466763 4435205.1),11
566.0,POINT (466763 4435205.1),POINT (466758.9 4435239.8),4
567.0,POINT (466756.1 4435264.5),POINT (466758.9 4435239.8),9
567.0,POINT (466758.9 4435239.8),POINT (466756.1 4435264.5),4
568.0,POINT (466750.2 4435315.3),POINT (466756.1 4435264.5),8
568.0,POINT (466756.1 4435264.5),POINT (466750.2 4435315.3),4
569.0,POINT (466743.1 4435376.7),POINT (466749.2 4435323.8),9
569.0,POINT (466749.2 4435323.8),POINT (466743.1 4435376.7),5
570.0,POINT (466731.4 4435477.4),POINT (466743.1 4435376.7),5
570.0,POINT (466743.1 4435376.7),POINT (466731.4 4435477.4),2
571.0,POINT (466720.1 4435574.3),POINT (466731.4 4435477.4),7
571.0,POINT (466731.4 4435477.4),POINT (466720.1 4435574.3),10
572.0,POINT (466717.8 4435594.6),POINT (466720.1 4435574.3),19
572.0,POINT (466720.1 4435574.3),POINT (466717.8 4435594.6),11
573.0,POINT (466714.4 4435623.9),POINT (466717.8 4435594.6),19
573.0,POINT (466717.8 4435594.6),POINT (466714.4 4435623.9),11
574.0,POINT (466714 4435627.4),POINT (466714.4 4435623.9),19
574.0,POINT (466714.4 4435623.9),POINT (466714 4435627.4),11
575.0,POINT (466712.6 4435639.3),POINT (466714 4435627.4),20
575.0,POINT (466714 4435627.4),POINT (466712.6 4435639.3),11
576.0,POINT (466710.9 4435654.2),POINT (466712.6 4435639.3),20
576.0,POINT (466712.6 4435639.3),POINT (466710.9 4435654.2),11
577.0,POINT (466707.1 4435686.7),POINT (466710.9 4435654.2),20
577.0,POINT (466710.9 4435654.2),POINT (466707.1 4435686.7),11
578.0,POINT (466705.5 4435700.6),POINT (466706.3 4435693.4),19
578.0,POINT (466706.3 4435693.4),POINT (466705.5 4435700.6),11
579.0,POINT (466702.6 4435725.5),POINT (466705.5 4435700.6),19
579.0,POINT (466705.5 4435700.6),POINT (466702.6 4435725.5),11
580.0,POINT (466701.8 4435732.1),POINT (466702.6 4435725.5),18
580.0,POINT (466702.6 4435725.5),POINT (466701.8 4435732.1),11
581.0,POINT (466700 4435748.1),POINT (466701.8 4435732.1),18
581.0,POINT (466701.8 4435732.1),POINT (466700 4435748.1),11
582.0,POINT (466695.7 4435785),POINT (466700 4435748.1),18
582.0,POINT (466700 4435748.1),POINT (466695.7 4435785),11
583.0,POINT (466694.5 4435794.7),POINT (466695.7 4435785),18
583.0,POINT (466695.7 4435785),POINT (466694.5 4435794.7),11
584.0,POINT (466689.4 4435838.9),POINT (466694.5 4435794.7),16
584.0,POINT (466694.5 4435794.7),POINT (466689.4 4435838.9),9
585.0,POINT (466689 4435842.4),POINT (466689.4 4435838.9),16
585.0,POINT (466689.4 4435838.9),POINT (466689 4435842.4),9
586.0,POINT (466687.1 4435859.1),POINT (466689 4435842.4),16
586.0,POINT (466689 4435842.4),POINT (466687.1 4435859.1),9
587.0,POINT (466684.8 4435878.9),POINT (466687.1 4435859.1),16
587.0,POINT (466687.1 4435859.1),POINT (466684.8 4435878.9),9
588.0,POINT (466681.9 4435903.4),POINT (466684.8 4435878.9),16
588.0,POINT (466684.8 4435878.9),POINT (466681.9 4435903.4),9
589.0,POINT (466678.3 4435934.5),POINT (466681.9 4435903.4),16
589.0,POINT (466681.9 4435903.4),POINT (466678.3 4435934.5),9
590.0,POINT (466677.4 4435942.6),POINT (466678.3 4435934.5),17
590.0,POINT (466678.3 4435934.5),POINT (466677.4 4435942.6),8
591.0,POINT (466673 4435980.1),POINT (466677.4 4435942.6),10
591.0,POINT (466673.03487731516 4435980.080318442),POINT (466677.37908503413 4435942.647201009),7
591.0,POINT (466677.37908503413 4435942.647201009),POINT (466673.03487731516 4435980.080318442),2
591.0,POINT (466677.4 4435942.6),POINT (466673 4435980.1),5
592.0,POINT (466672.1 4435988.2),POINT (466673 4435980.1),15
592.0,POINT (466673 4435980.1),POINT (466672.1 4435988.2),8
593.0,POINT (466667.9 4436024),POINT (466672.1 4435988.2),12
593.0,POINT (466667.94247464836 4436023.9590541385),POINT (466672.0916677406 4435988.207461607),3
593.0,POINT (466672.0916677406 4435988.207461607),POINT (466667.94247464836 4436023.9590541385),2
593.0,POINT (466672.1 4435988.2),POINT (466667.9 4436024),5
594.0,POINT (466667 4436032.1),POINT (466667.9 4436024),13
594.0,POINT (466667.9 4436024),POINT (466667 4436032.1),7
595.0,POINT (466657.5628195908 4436113.398029121),POINT (466667.0026578279 4436032.057854727),4
595.0,POINT (466657.6 4436113.4),POINT (466667 4436032.1),7
595.0,POINT (466667 4436032.1),POINT (466657.6 4436113.4),4
595.0,POINT (466667.0026578279 4436032.057854727),POINT (466657.5628195908 4436113.398029121),4
596.0,POINT (466656.6 4436121.5),POINT (466657.6 4436113.4),9
596.0,POINT (466657.6 4436113.4),POINT (466656.6 4436121.5),8
597.0,POINT (466655.8 4436128.9),POINT (466656.6 4436121.5),9
597.0,POINT (466656.6 4436121.5),POINT (466655.8 4436128.9),8
598.0,POINT (466654.8 4436180.5),POINT (466655.8 4436128.9),5
598.0,POINT (466655.8 4436128.9),POINT (466654.8 4436180.5),8
599.0,POINT (466654.8 4436180.5),POINT (466661.1 4436221.2),8
599.0,POINT (466661.1 4436221.2),POINT (466654.8 4436180.5),5
600.0,POINT (466664.7 4436234.8),POINT (466687.3 4436287.4),2
600.0,POINT (466664.7182519324 4436234.807041181),POINT (466687.3040452786 4436287.350802112),6
600.0,POINT (466687.3040452786 4436287.350802112),POINT (466664.7182519324 4436234.807041181),3
601.0,POINT (466687.3 4436287.4),POINT (466735.4 4436342.1),1
601.0,POINT (466687.3040452786 4436287.350802112),POINT (466735.35304947104 4436342.131189501),5
601.0,POINT (466735.35304947104 4436342.131189501),POINT (466687.3040452786 4436287.350802112),2
602.0,POINT (466735.3530494729 4436342.131189501),POINT (466793.64540723804 4436384.900764447),12
602.0,POINT (466793.64540723804 4436384.900764447),POINT (466735.3530494729 4436342.131189501),2
603.0,POINT (466793.6 4436384.9),POINT (466797.1 4436387.5),12
603.0,POINT (466797.1 4436387.5),POINT (466793.6 4436384.9),6
604.0,POINT (466797.1 4436387.5),POINT (466800.2 4436389.7),5
604.0,POINT (466800.2 4436389.7),POINT (466797.1 4436387.5),6
605.0,POINT (466800.2 4436389.7),POINT (466845 4436453.4),4
605.0,POINT (466800.2077710973 4436389.6780722495),POINT (466844.9945201501 4436453.417532431),1
605.0,POINT (466845 4436453.4),POINT (466800.2 4436389.7),6
606.0,POINT (466987.8 4434145.7),POINT (466995.2 4434127.2),5
606.0,POINT (466995.2 4434127.2),POINT (466987.8 4434145.7),11
607.0,POINT (467036.4 4434074.7),POINT (467080.4 4434052.7),2
607.0,POINT (467080.4 4434052.7),POINT (467036.4 4434074.7),2
608.0,POINT (466995.2 4434127.2),POINT (467036.4 4434074.7),2
608.0,POINT (467036.4 4434074.7),POINT (466995.2 4434127.2),2
609.0,POINT (466973.3 4434238),POINT (466987.8 4434145.7),5
609.0,POINT (466987.8 4434145.7),POINT (466973.3 4434238),11
610.0,POINT (466961.8 4434337.5),POINT (466973.3 4434238),9
610.0,POINT (466973.3 4434238),POINT (466961.8 4434337.5),1
611.0,POINT (466950.4 4434435.6),POINT (466961.8 4434337.5),10
611.0,POINT (466961.8 4434337.5),POINT (466950.4 4434435.6),1
612.0,POINT (466949 4434447.9),POINT (466950.4 4434435.6),20
612.0,POINT (466950.4 4434435.6),POINT (466949 4434447.9),1
613.0,POINT (466943.2 4434497.6),POINT (466949 4434447.9),20
613.0,POINT (466949 4434447.9),POINT (466943.2 4434497.6),1
614.0,POINT (466941.1 4434515.4),POINT (466943.2 4434497.6),20
614.0,POINT (466943.2 4434497.6),POINT (466941.1 4434515.4),1
615.0,POINT (466935.4 4434564.3),POINT (466941.1 4434515.4),19
616.0,POINT (466929.2 4434617.7),POINT (466935.4 4434564.3),13
617.0,POINT (466927.3 4434634.1),POINT (466929.2 4434617.7),13
618.0,POINT (466924.2 4434661.1),POINT (466927.3 4434634.1),13
619.0,POINT (466921.6 4434683.8),POINT (466924.2 4434661.1),13
619.0,POINT (466924.2 4434661.1),POINT (466921.6 4434683.8),1
620.0,POINT (466916.1 4434731),POINT (466921.6 4434683.8),8
620.0,POINT (466916.10038955323 4434730.979094941),POINT (466921.5804580217 4434683.762486042),5
620.0,POINT (466921.5804580217 4434683.762486042),POINT (466916.10038955323 4434730.979094941),2
620.0,POINT (466921.6 4434683.8),POINT (466916.1 4434731),1
621.0,POINT (466904.9 4434827.8),POINT (466916.1 4434731),8
622.0,POINT (466937.3 4434880.6),POINT (466904.9 4434827.8),21
622.0,POINT (466937.31163196545 4434880.61814896),POINT (466904.8639324689 4434827.7991792485),2
623.0,POINT (467117.5 4434950.5),POINT (467128.7 4434853.7),19
623.0,POINT (467117.5105073657 4434950.549490683),POINT (467128.746889391 4434853.728966918),11
624.0,POINT (467095.43315899 4435140.794705061),POINT (467117.5105073657 4434950.549490683),44
625.0,POINT (467092.6 4435165),POINT (467095.4 4435140.8),42
626.0,POINT (467081.4 4435261.9),POINT (467092.6 4435165),41
627.0,POINT (467069.1926193191 4435366.901537931),POINT (467081.3808122156 4435261.864556434),34
627.0,POINT (467069.2 4435366.9),POINT (467081.4 4435261.9),7
628.0,POINT (467063.28726788517 4435417.770363059),POINT (467069.1926193191 4435366.901537931),24
628.0,POINT (467063.3 4435417.8),POINT (467069.2 4435366.9),19
629.0,POINT (467052.05095465016 4435514.5907533765),POINT (467063.28726788517 4435417.770363059),5
629.0,POINT (467052.1 4435514.6),POINT (467063.3 4435417.8),16
630.0,POINT (467041.8 4435602.7),POINT (467052.1 4435514.6),9
630.0,POINT (467041.8228480434 4435602.72228873),POINT (467052.05095465016 4435514.5907533765),7
631.0,POINT (467017.33252989594 4435813.764320439),POINT (467041.8228480434 4435602.72228873),11
631.0,POINT (467041.8228480434 4435602.72228873),POINT (467017.33252989594 4435813.764320439),1
632.0,POINT (466987.6864265576 4436069.198461682),POINT (467017.33252989594 4435813.764320439),11
632.0,POINT (467017.33252989594 4435813.764320439),POINT (466987.6864265576 4436069.198461682),1
635.0,POINT (466965.2 4436263.1),POINT (466976.5 4436165.6),7
635.0,POINT (466976.5 4436165.6),POINT (466965.2 4436263.1),1
636.0,POINT (466961.8 4436295.1),POINT (466965.2 4436263.1),7
636.0,POINT (466965.2 4436263.1),POINT (466961.8 4436295.1),1
637.0,POINT (466953.9 4436359.9),POINT (466961.8 4436295.1),6
637.0,POINT (466953.9478344731 4436359.931164345),POINT (466961.7911583092 4436295.103263261),1
637.0,POINT (466961.8 4436295.1),POINT (466953.9 4436359.9),1
638.0,POINT (466942.2 4436460.9),POINT (466953.9 4436359.9),4
638.0,POINT (466942.2223374713 4436460.949155863),POINT (466953.9478344731 4436359.931164345),3
638.0,POINT (466953.9478344731 4436359.931164345),POINT (466942.2223374713 4436460.949155863),1
639.0,POINT (466924.21964862105 4436616.089994699),POINT (466942.2223374713 4436460.949155863),7
639.0,POINT (466942.2223374713 4436460.949155863),POINT (466924.21964862105 4436616.089994699),1
641.0,POINT (466904.7 4436784.2),POINT (466913 4436712.7),1
642.0,POINT (466897.4 4436846.8),POINT (466904.7 4436784.2),1
643.0,POINT (466894.5 4436872.4),POINT (466897.4 4436846.8),1
643.0,POINT (466897.4 4436846.8),POINT (466894.5 4436872.4),4
644.0,POINT (466890.8 4436903.8),POINT (466894.5 4436872.4),1
644.0,POINT (466894.5 4436872.4),POINT (466890.8 4436903.8),4
645.0,POINT (466879.6 4437000.7),POINT (466890.8 4436903.8),1
646.0,POINT (466868.0764065627 4437099.859414391),POINT (466879.587059726 4437000.661453014),1
646.0,POINT (466868.1 4437099.9),POINT (466879.6 4437000.7),2
647.0,POINT (466856.53834951017 4437199.267578905),POINT (466868.0764065627 4437099.859414391),1
649.0,POINT (466841.66199868824 4437329.170857815),POINT (466787.9108460415 4437790.621922389),2
655.0,POINT (465561.7 4434623.5),POINT (465591.9 4434626.6),1
657.0,POINT (465649.48799773026 4434633.340127602),POINT (466058.06724237837 4434680.660411933),6
658.0,POINT (466058.1 4434680.7),POINT (466076.2 4434682.8),7
658.0,POINT (466076.2 4434682.8),POINT (466058.1 4434680.7),47
659.0,POINT (466076.15568056423 4434682.755924927),POINT (466159.9911623765 4434692.343590219),2
659.0,POINT (466076.2 4434682.8),POINT (466160 4434692.3),3
660.0,POINT (466159.9911623765 4434692.343590219),POINT (466219.8192578573 4434699.225140097),53
660.0,POINT (466160 4434692.3),POINT (466219.8 4434699.2),12
661.0,POINT (466219.8 4434699.2),POINT (466292.1 4434707.8),34
662.0,POINT (466292.1 4434707.8),POINT (466307 4434709.5),35
662.0,POINT (466307 4434709.5),POINT (466292.1 4434707.8),9
663.0,POINT (466307 4434709.5),POINT (466378.7 4434717.8),28
664.0,POINT (466378.71911857184 4434717.800946435),POINT (466775.6162016764 4434763.768988943),55
665.0,POINT (466775.6 4434763.8),POINT (466854.3 4434772.9),19
666.0,POINT (466854.3 4434772.9),POINT (466871.6 4434774.7),23
666.0,POINT (466871.6 4434774.7),POINT (466854.3 4434772.9),18
667.0,POINT (466871.6 4434774.7),POINT (466951.1 4434784.1),20
667.0,POINT (466951.1 4434784.1),POINT (466871.6 4434774.7),1
668.0,POINT (466951.08448388055 4434784.091470009),POINT (466999.49812559877 4434789.698667528),19
668.0,POINT (466951.1 4434784.1),POINT (466999.5 4434789.7),7
668.0,POINT (466999.5 4434789.7),POINT (466951.1 4434784.1),4
669.0,POINT (466999.49812559877 4434789.698667528),POINT (467078.16811326146 4434798.810110999),15
669.0,POINT (466999.5 4434789.7),POINT (467078.2 4434798.8),7
670.0,POINT (467078.2 4434798.8),POINT (467095.5 4434800.6),22
671.0,POINT (467095.49554792326 4434800.64502747),POINT (467139.98340562545 4434756.9084768705),4
671.0,POINT (467095.5 4434800.6),POINT (467140 4434756.9),18
673.0,POINT (465548.1 4434719.8),POINT (465580.6 4434723.4),5
675.0,POINT (466044.2408408234 4434777.179523142),POINT (465638.25938646495 4434730.16046619),2
676.0,POINT (466044.2 4434777.2),POINT (466065.2 4434779.3),5
676.0,POINT (466065.2 4434779.3),POINT (466044.2 4434777.2),3
677.0,POINT (466143.6 4434788.7),POINT (466065.2 4434779.3),3
678.0,POINT (466143.6 4434788.7),POINT (466206.8 4434796),8
678.0,POINT (466206.8 4434796),POINT (466143.6 4434788.7),6
678.0,POINT (466206.84376259055 4434796.016790263),POINT (466143.6144067962 4434788.6919952165),52
679.0,POINT (466206.8 4434796),POINT (466247.5 4434800.7),7
679.0,POINT (466247.4531643754 4434800.719638864),POINT (466206.84376259055 4434796.016790263),6
679.0,POINT (466247.5 4434800.7),POINT (466206.8 4434796),44
680.0,POINT (465538.4 4433861.4),POINT (465539.6 4433851.4),19
680.0,POINT (465539.6 4433851.4),POINT (465538.4 4433861.4),19
681.0,POINT (465536.3 4433880.3),POINT (465538.4 4433861.4),19
681.0,POINT (465538.4 4433861.4),POINT (465536.3 4433880.3),19
682.0,POINT (465531.7 4433919.8),POINT (465536.3 4433880.3),19
682.0,POINT (465536.3 4433880.3),POINT (465531.7 4433919.8),19
683.0,POINT (465530.4 4433930.9),POINT (465531.7 4433919.8),19
683.0,POINT (465531.7 4433919.8),POINT (465530.4 4433930.9),19
684.0,POINT (465529.2 4433940.8),POINT (465530.4 4433930.9),19
684.0,POINT (465530.4 4433930.9),POINT (465529.2 4433940.8),19
685.0,POINT (465521.2 4434010.3),POINT (465529.2 4433940.8),19
685.0,POINT (465529.2 4433940.8),POINT (465521.2 4434010.3),19
686.0,POINT (465520 4434020.3),POINT (465521.2 4434010.3),19
686.0,POINT (465521.2 4434010.3),POINT (465520 4434020.3),19
687.0,POINT (465511.9 4434089.8),POINT (465520 4434020.3),19
687.0,POINT (465520 4434020.3),POINT (465511.9 4434089.8),19
688.0,POINT (465510.8 4434099.7),POINT (465511.9 4434089.8),19
688.0,POINT (465511.9 4434089.8),POINT (465510.8 4434099.7),19
689.0,POINT (465507.6 4434126.8),POINT (465510.8 4434099.7),19
689.0,POINT (465510.8 4434099.7),POINT (465507.6 4434126.8),19
690.0,POINT (465504.3 4434155.8),POINT (465507.6 4434126.8),19
690.0,POINT (465507.6 4434126.8),POINT (465504.3 4434155.8),19
691.0,POINT (465502.7 4434169.2),POINT (465504.3 4434155.8),19
691.0,POINT (465504.3 4434155.8),POINT (465502.7 4434169.2),19
692.0,POINT (465499.4 4434197.7),POINT (465502.7 4434169.2),19
692.0,POINT (465502.7 4434169.2),POINT (465499.4 4434197.7),19
693.0,POINT (465496.2 4434225.2),POINT (465499.4 4434197.7),19
693.0,POINT (465499.4 4434197.7),POINT (465496.2 4434225.2),20
694.0,POINT (465493.4 4434249.6),POINT (465496.2 4434225.2),19
694.0,POINT (465496.2 4434225.2),POINT (465493.4 4434249.6),20
695.0,POINT (465483.9 4434331.1),POINT (465493.4 4434249.6),18
695.0,POINT (465493.3875040738 4434249.646710431),POINT (465483.9368206393 4434331.079649415),3
695.0,POINT (465493.4 4434249.6),POINT (465483.9 4434331.1),19
696.0,POINT (465474.7 4434410.5),POINT (465483.9 4434331.1),18
696.0,POINT (465474.7171302838 4434410.52221426),POINT (465483.9368206393 4434331.079649415),1
696.0,POINT (465483.9 4434331.1),POINT (465474.7 4434410.5),18
696.0,POINT (465483.9368206393 4434331.079649415),POINT (465474.7171302838 4434410.52221426),3
697.0,POINT (465467 4434477.1),POINT (465474.7 4434410.5),18
697.0,POINT (465474.7 4434410.5),POINT (465467 4434477.1),18
697.0,POINT (465474.7171302838 4434410.52221426),POINT (465466.99558997527 4434477.055362351),3
698.0,POINT (465460.8 4434530.3),POINT (465467 4434477.1),16
698.0,POINT (465460.8140055677 4434530.320419079),POINT (465466.99558997527 4434477.055362351),2
698.0,POINT (465466.99558997527 4434477.055362351),POINT (465460.8140055677 4434530.320419079),1
698.0,POINT (465467 4434477.1),POINT (465460.8 4434530.3),18
699.0,POINT (465336 4434817.8),POINT (465460.8 4434530.3),16
699.0,POINT (465460.8 4434530.3),POINT (465336 4434817.8),18
701.0,POINT (465331 4434858.4),POINT (465336 4434817.8),16
701.0,POINT (465336 4434817.8),POINT (465331 4434858.4),18
702.0,POINT (465298.2 4434914.7),POINT (465331 4434858.4),16
702.0,POINT (465331 4434858.4),POINT (465298.2 4434914.7),18
703.0,POINT (465282.4 4434976.7),POINT (465298.2 4434914.7),16
703.0,POINT (465298.2 4434914.7),POINT (465282.4 4434976.7),18
704.0,POINT (465278.4 4435010.8),POINT (465282.4 4434976.7),15
704.0,POINT (465282.4 4434976.7),POINT (465278.4 4435010.8),18
705.0,POINT (465271.7 4435068.7),POINT (465274.5 4435044.8),15
705.0,POINT (465274.5 4435044.8),POINT (465271.7 4435068.7),18
706.0,POINT (465263.6 4435138),POINT (465267.7 4435103.4),15
706.0,POINT (465267.7 4435103.4),POINT (465263.6 4435138),18
706.0,POINT (465267.7 4435103.4),POINT (465271.7 4435068.7),15
706.0,POINT (465271.7 4435068.7),POINT (465267.7 4435103.4),18
707.0,POINT (465260 4435169.7),POINT (465263.6 4435138),15
707.0,POINT (465263.6 4435138),POINT (465260 4435169.7),18
708.0,POINT (465253.1 4435228.7),POINT (465256.9 4435196.3),15
708.0,POINT (465256.9 4435196.3),POINT (465253.1 4435228.7),18
708.0,POINT (465256.9 4435196.3),POINT (465260 4435169.7),15
708.0,POINT (465260 4435169.7),POINT (465256.9 4435196.3),18
709.0,POINT (465249.9 4435256.6),POINT (465253.1 4435228.7),15
709.0,POINT (465253.1 4435228.7),POINT (465249.9 4435256.6),18
710.0,POINT (465242 4435324.7),POINT (465245.9 4435290.6),15
710.0,POINT (465245.9 4435290.6),POINT (465242 4435324.7),18
710.0,POINT (465245.9 4435290.6),POINT (465249.9 4435256.6),15
710.0,POINT (465249.9 4435256.6),POINT (465245.9 4435290.6),18
711.0,POINT (465239.0631038919 4435349.872787621),POINT (465241.98563306686 4435324.690321822),1
711.0,POINT (465239.1 4435349.9),POINT (465242 4435324.7),14
711.0,POINT (465242 4435324.7),POINT (465239.1 4435349.9),18
712.0,POINT (465231.2 4435418),POINT (465235.1 4435383.9),15
712.0,POINT (465235.1 4435383.9),POINT (465231.2 4435418),18
712.0,POINT (465235.1 4435383.9),POINT (465239.1 4435349.9),15
712.0,POINT (465239.1 4435349.9),POINT (465235.1 4435383.9),18
713.0,POINT (465226.1 4435461.5),POINT (465231.2 4435418),15
713.0,POINT (465231.2 4435418),POINT (465226.1 4435461.5),18
714.0,POINT (465226.1 4435461.5),POINT (465229.8 4435516.3),18
714.0,POINT (465229.8 4435516.3),POINT (465226.1 4435461.5),15
715.0,POINT (465227 4435540.3),POINT (465229.8 4435516.3),15
715.0,POINT (465229.8 4435516.3),POINT (465227 4435540.3),18
716.0,POINT (465225.4 4435554.3),POINT (465227 4435540.3),15
716.0,POINT (465227 4435540.3),POINT (465225.4 4435554.3),18
717.0,POINT (465224.2 4435565.2),POINT (465225.4 4435554.3),15
717.0,POINT (465225.4 4435554.3),POINT (465224.2 4435565.2),18
718.0,POINT (465220.1 4435600.2),POINT (465224.2 4435565.2),15
718.0,POINT (465224.2 4435565.2),POINT (465220.1 4435600.2),18
719.0,POINT (465216.5 4435632.2),POINT (465220.1 4435600.2),15
719.0,POINT (465220.1 4435600.2),POINT (465216.5 4435632.2),18
720.0,POINT (465215.3 4435641.7),POINT (465216.5 4435632.2),15
720.0,POINT (465216.5 4435632.2),POINT (465215.3 4435641.7),18
721.0,POINT (465213.2 4435659.5),POINT (465215.3 4435641.7),15
721.0,POINT (465215.3 4435641.7),POINT (465213.2 4435659.5),18
722.0,POINT (465210 4435687.3),POINT (465213.2 4435659.5),15
722.0,POINT (465213.2 4435659.5),POINT (465210 4435687.3),18
723.0,POINT (465208.8 4435697.4),POINT (465210 4435687.3),15
723.0,POINT (465210 4435687.3),POINT (465208.8 4435697.4),18
724.0,POINT (465205.5 4435726.6),POINT (465208.8 4435697.4),10
724.0,POINT (465208.8 4435697.4),POINT (465205.5 4435726.6),15
725.0,POINT (465203 4435746.9),POINT (465205.5 4435726.6),10
725.0,POINT (465205.5 4435726.6),POINT (465203 4435746.9),15
726.0,POINT (465197.3 4435796.4),POINT (465203 4435746.9),10
726.0,POINT (465203 4435746.9),POINT (465197.3 4435796.4),15
727.0,POINT (465191.6 4435845.8),POINT (465197.3 4435796.4),10
727.0,POINT (465197.3 4435796.4),POINT (465191.6 4435845.8),15
728.0,POINT (465185.8 4435895.3),POINT (465191.6 4435845.8),10
728.0,POINT (465191.6 4435845.8),POINT (465185.8 4435895.3),15
729.0,POINT (465180.1 4435944.8),POINT (465185.8 4435895.3),10
729.0,POINT (465185.8 4435895.3),POINT (465180.1 4435944.8),15
730.0,POINT (465177.7 4435965.7),POINT (465180.1 4435944.8),10
730.0,POINT (465180.1 4435944.8),POINT (465177.7 4435965.7),15
731.0,POINT (465167.1 4436056.6),POINT (465177.7 4435965.7),8
731.0,POINT (465177.7 4435965.7),POINT (465167.1 4436056.6),3
732.0,POINT (465504.6086549023 4436154.657028038),POINT (465432.61566469725 4436146.455211801),9
733.0,POINT (465432.6 4436146.5),POINT (465361 4436137.9),6
734.0,POINT (465333.3 4436135),POINT (465361 4436137.9),1
734.0,POINT (465361 4436137.9),POINT (465333.3 4436135),7
735.0,POINT (465261.8 4436116.4),POINT (465318.3 4436132.8),1
735.0,POINT (465318.3 4436132.8),POINT (465261.8 4436116.4),7
736.0,POINT (465253.7 4436115.7),POINT (465261.8 4436116.4),19
736.0,POINT (465261.8 4436116.4),POINT (465253.7 4436115.7),39
737.0,POINT (465199.5 4436109.4),POINT (465253.7 4436115.7),2
737.0,POINT (465199.5491725495 4436109.420178497),POINT (465253.74059654213 4436115.69652828),18
737.0,POINT (465253.7 4436115.7),POINT (465199.5 4436109.4),13
737.0,POINT (465253.74059654213 4436115.69652828),POINT (465199.5491725495 4436109.420178497),24
738.0,POINT (465142.2 4436102.8),POINT (465199.5 4436109.4),11
738.0,POINT (465142.21610968467 4436102.780186849),POINT (465199.5491725495 4436109.420178497),5
738.0,POINT (465199.5 4436109.4),POINT (465142.2 4436102.8),23
738.0,POINT (465199.5491725495 4436109.420178497),POINT (465142.21610968467 4436102.780186849),11
739.0,POINT (465138.8 4436102.4),POINT (465142.2 4436102.8),16
739.0,POINT (465142.2 4436102.8),POINT (465138.8 4436102.4),34
740.0,POINT (465120.9 4436100.3),POINT (465138.8 4436102.4),16
740.0,POINT (465138.8 4436102.4),POINT (465120.9 4436100.3),34
741.0,POINT (465076.19279738516 4436095.133549063),POINT (465120.8884937698 4436100.309845205),4
741.0,POINT (465076.2 4436095.1),POINT (465120.9 4436100.3),19
741.0,POINT (465120.8884937698 4436100.309845205),POINT (465076.19279738516 4436095.133549063),8
741.0,POINT (465120.9 4436100.3),POINT (465076.2 4436095.1),29
742.0,POINT (465074.5 4436094.9),POINT (465076.2 4436095.1),21
742.0,POINT (465076.2 4436095.1),POINT (465074.5 4436094.9),35
743.0,POINT (465072.8 4436094.7),POINT (465074.5 4436094.9),21
743.0,POINT (465074.5 4436094.9),POINT (465072.8 4436094.7),35
744.0,POINT (465004.2 4436086.8),POINT (465072.8 4436094.7),7
744.0,POINT (465004.2130875718 4436086.797038348),POINT (465072.76289257035 4436094.73632437),14
744.0,POINT (465072.76289257035 4436094.73632437),POINT (465004.2130875718 4436086.797038348),27
744.0,POINT (465072.8 4436094.7),POINT (465004.2 4436086.8),6
745.0,POINT (464986.9 4436084.8),POINT (465004.2 4436086.8),17
745.0,POINT (465004.2 4436086.8),POINT (464986.9 4436084.8),32
747.0,POINT (464933.390593566 4436078.594715267),POINT (464986.85326196346 4436084.786134336),3
747.0,POINT (464933.4 4436078.6),POINT (464986.9 4436084.8),14
747.0,POINT (464986.85326196346 4436084.786134336),POINT (464933.390593566 4436078.594715267),5
747.0,POINT (464986.9 4436084.8),POINT (464933.4 4436078.6),20
749.0,POINT (464922.6 4436077.3),POINT (464933.4 4436078.6),15
749.0,POINT (464933.4 4436078.6),POINT (464922.6 4436077.3),23
750.0,POINT (464871.8 4436071.5),POINT (464922.6 4436077.3),12
750.0,POINT (464871.8148422027 4436071.462598849),POINT (464922.59239524696 4436077.343560455),3
750.0,POINT (464922.59239524696 4436077.343560455),POINT (464871.8148422027 4436071.462598849),10
750.0,POINT (464922.6 4436077.3),POINT (464871.8 4436071.5),17
751.0,POINT (464770.7709039515 4436059.760602098),POINT (464871.8148422027 4436071.462598849),15
751.0,POINT (464871.8148422027 4436071.462598849),POINT (464770.7709039515 4436059.760602098),27
752.0,POINT (464729.5 4436058.7),POINT (464757.6 4436059.4),13
752.0,POINT (464757.6 4436059.4),POINT (464729.5 4436058.7),24
753.0,POINT (464694.5 4436055.1),POINT (464729.5 4436058.7),13
753.0,POINT (464729.5 4436058.7),POINT (464694.5 4436055.1),24
754.0,POINT (464671 4436052.4),POINT (464694.5 4436055.1),12
