SEG_ID,START_POINT,END_POINT,COUNT
1010.0,POINT (464629.6 4437239.5),POINT (464719.1 4437249.4),1
1010.0,POINT (464629.63064052723 4437239.546384646),POINT (464719.0557964677 4437249.350005545),6
1010.0,POINT (464719.0557964677 4437249.350005545),POINT (464629.63064052723 4437239.546384646),9
1011.0,POINT (464719.0557964677 4437249.350005545),POINT (464785.08424515463 4437256.997080859),4
1011.0,POINT (464719.1 4437249.4),POINT (464785.1 4437257),2
1011.0,POINT (464785.08424515463 4437256.997080859),POINT (464719.0557964677 4437249.350005545),2
1011.0,POINT (464785.1 4437257),POINT (464719.1 4437249.4),5
1012.0,POINT (464785.08424515463 4437256.997080859),POINT (464842.6729568206 4437263.666795507),3
1012.0,POINT (464785.1 4437257),POINT (464842.7 4437263.7),3
1012.0,POINT (464842.6729568206 4437263.666795507),POINT (464785.08424515463 4437256.997080859),3
1012.0,POINT (464842.7 4437263.7),POINT (464785.1 4437257),3
1013.0,POINT (464905.5 4437270.8),POINT (464957.9 4437277),6
1013.0,POINT (464905.51531193964 4437270.797048612),POINT (464957.85048154555 4437277.006089736),1
1013.0,POINT (464957.9 4437277),POINT (464905.5 4437270.8),5
1014.0,POINT (464957.85048154555 4437277.006089736),POINT (465015.43912463076 4437283.675781101),5
1014.0,POINT (464957.9 4437277),POINT (465015.4 4437283.7),5
1014.0,POINT (465015.43912463076 4437283.675781101),POINT (464957.85048154555 4437277.006089736),5
1015.0,POINT (465015.4 4437283.7),POINT (465073 4437290.3),1
1015.0,POINT (465015.43912463076 4437283.675781101),POINT (465073.0278301295 4437290.345464313),9
1015.0,POINT (465073 4437290.3),POINT (465015.4 4437283.7),3
1015.0,POINT (465073.0278301295 4437290.345464313),POINT (465015.43912463076 4437283.675781101),2
1016.0,POINT (465073 4437290.3),POINT (465124.5 4437296.3),2
1016.0,POINT (465073.0278301295 4437290.345464313),POINT (465124.54564672336 4437296.312027618),8
1016.0,POINT (465124.5 4437296.3),POINT (465073 4437290.3),5
1017.0,POINT (465124.5 4437296.3),POINT (465201.8 4437305.3),4
1018.0,POINT (465201.8 4437305.3),POINT (465228 4437308.3),5
1023.0,POINT (464888.94635338057 4437367.840246363),POINT (464899.5604084255 4437270.121390149),1
1024.0,POINT (464842.6729568206 4437263.666795507),POINT (464899.5604084255 4437270.121390149),1
1024.0,POINT (464842.7 4437263.7),POINT (464899.6 4437270.1),6
1024.0,POINT (464899.6 4437270.1),POINT (464842.7 4437263.7),5
1025.0,POINT (464899.6 4437270.1),POINT (464905.5 4437270.8),7
1025.0,POINT (464905.5 4437270.8),POINT (464899.6 4437270.1),5
1027.0,POINT (464921.2 4437135.4),POINT (464910.9 4437224.6),3
1028.0,POINT (464921.2 4437135.4),POINT (464926.2 4437092.4),1
1028.0,POINT (464926.2 4437092.4),POINT (464921.2 4437135.4),1
1031.0,POINT (464707.7399993427 4437346.85792939),POINT (464719.0557964677 4437249.350005545),3
1032.0,POINT (464618.3779782457 4437336.509613428),POINT (464629.63064052723 4437239.546384646),2
1033.0,POINT (464543.9616496861 4437327.892588001),POINT (464555.26676955353 4437230.476464022),3
1034.0,POINT (464469.49327648524 4437319.269430896),POINT (464480.8095399104 4437221.757345956),2
1035.0,POINT (464394.9729440352 4437310.640254211),POINT (464406.029411708 4437213.096271178),1
1036.0,POINT (464213.76640133373 4437289.658276178),POINT (464225.0833283691 4437192.140335765),1
1037.0,POINT (464156.17751886137 4437282.989780385),POINT (464167.4946504999 4437185.470635874),1
1038.0,POINT (464098.58861340955 4437276.321276808),POINT (464109.90586437006 4437178.800928583),1
1040.0,POINT (464364.48546128534 4436831.701655289),POINT (464350.56831756484 4436950.144571381),3
1041.0,POINT (464338.8 4437050.5),POINT (464336.7 4437070.9),9
1042.0,POINT (464336.7 4437070.9),POINT (464326.8 4437157.9),7
1043.0,POINT (464297.1208532788 4437413.520857681),POINT (464326.838282723 4437157.860808888),5
1043.0,POINT (464326.8 4437157.9),POINT (464297.1 4437413.5),2
1043.0,POINT (464326.838282723 4437157.860808888),POINT (464297.1208532788 4437413.520857681),7
1044.0,POINT (464289.1 4437482.7),POINT (464297.1 4437413.5),1
1044.0,POINT (464297.1 4437413.5),POINT (464289.1 4437482.7),8
1045.0,POINT (464267.2368264282 4437671.027485173),POINT (464289.0944270957 4437482.683489218),4
1045.0,POINT (464289.0944270957 4437482.683489218),POINT (464267.2368264282 4437671.027485173),7
1045.0,POINT (464289.1 4437482.7),POINT (464267.2 4437671),2
1046.0,POINT (464267.2 4437671),POINT (464258 4437750.5),1
1057.0,POINT (464163.8264771141 4437951.908213209),POINT (464114.3060405096 4437946.173023846),1
1058.0,POINT (464056.73158106115 4437939.505061081),POINT (464114.3060405096 4437946.173023846),1
1058.0,POINT (464114.3 4437946.2),POINT (464056.7 4437939.5),1
1058.0,POINT (464114.3060405096 4437946.173023846),POINT (464056.73158106115 4437939.505061081),1
1059.0,POINT (463999.1377363419 4437932.834853213),POINT (464056.73158106115 4437939.505061081),1
1059.0,POINT (464056.7 4437939.5),POINT (463999.1 4437932.8),1
1059.0,POINT (464056.73158106115 4437939.505061081),POINT (463999.1377363419 4437932.834853213),1
1060.0,POINT (463988.8 4437931.6),POINT (463999.1 4437932.8),1
1060.0,POINT (463999.1 4437932.8),POINT (463988.8 4437931.6),2
1061.0,POINT (463941.6 4437926.2),POINT (463988.8 4437931.6),1
1061.0,POINT (463988.8 4437931.6),POINT (463941.6 4437926.2),1
1061.0,POINT (463988.8483607583 4437931.643174427),POINT (463941.5631455723 4437926.166875236),1
1062.0,POINT (463884 4437919.5),POINT (463941.6 4437926.2),1
1062.0,POINT (463941.6 4437926.2),POINT (463884 4437919.5),2
1063.0,POINT (463826.3946287418 4437912.828679975),POINT (463883.97881491296 4437919.497769242),1
1063.0,POINT (463884 4437919.5),POINT (463826.4 4437912.8),2
1064.0,POINT (463785.0123703871 4437908.39796008),POINT (463826.3946287418 4437912.828679975),1
1064.0,POINT (463826.3946287418 4437912.828679975),POINT (463785.0123703871 4437908.39796008),1
1064.0,POINT (463826.4 4437912.8),POINT (463785 4437908.4),1
1065.0,POINT (463698.10346316267 4437897.970690452),POINT (463785.0123703871 4437908.39796008),1
1065.0,POINT (463785 4437908.4),POINT (463698.1 4437898),1
1065.0,POINT (463785.0123703871 4437908.39796008),POINT (463698.10346316267 4437897.970690452),1
1066.0,POINT (463653.7 4437933.1),POINT (463698.1 4437898),2
1067.0,POINT (463698.1 4437898),POINT (463663 4437853.7),1
1067.0,POINT (463698.10346316267 4437897.970690452),POINT (463662.9653342655 4437853.651455641),1
1069.0,POINT (463596.9 4437687.9),POINT (463607.7 4437715.4),6
1075.0,POINT (463562.69285421754 4437600.391784368),POINT (463596.94490317255 4437687.892354302),16
1075.0,POINT (463562.7 4437600.4),POINT (463596.9 4437687.9),5
1075.0,POINT (463596.94490317255 4437687.892354302),POINT (463562.69285421754 4437600.391784368),5
1084.0,POINT (464042.2340307301 4438064.428693337),POINT (464056.73158106115 4437939.505061081),1
1085.0,POINT (464099.3788348753 4438075.091635019),POINT (464114.3060405096 4437946.173023846),1
1095.0,POINT (464786.91055111494 4439052.087411944),POINT (464909.2526877038 4439066.256526407),1
1097.0,POINT (464957.9 4439069.4),POINT (465006.4 4439075),5
1098.0,POINT (465006.4 4439075),POINT (465050 4439080.5),5
1099.0,POINT (465049.985859219 4439080.492671549),POINT (465559.2808799641 4439138.74482766),40
1100.0,POINT (465559.3 4439138.7),POINT (465645.5 4439149),19
1103.0,POINT (465645.5 4439149),POINT (465699.5 4439106.2),19
1105.0,POINT (465559.3 4439138.7),POINT (465602.7 4439095),21
1107.0,POINT (465602.7 4439095),POINT (465648.9 4439051.3),21
1108.0,POINT (465648.9 4439051.3),POINT (465666.3 4439053.1),22
1110.0,POINT (465666.3 4439053.1),POINT (465711.1 4439006.3),22
1112.0,POINT (465519.1232878491 4439036.248827029),POINT (465569.45581540186 4439041.906399872),1
1113.0,POINT (465476.4282836681 4439031.304172611),POINT (465519.1232878491 4439036.248827029),1
1114.0,POINT (465433.7 4439026.4),POINT (465476.4 4439031.3),1
1115.0,POINT (465391 4439021.4),POINT (465433.7 4439026.4),1
1122.0,POINT (464959.6 4438971.6),POINT (464978.7 4438973.5),35
1124.0,POINT (464796.96059136745 4438965.193223098),POINT (464919.33618373703 4438979.366102744),1
1147.0,POINT (464868.17208708264 4438349.48525933),POINT (464990.78635698464 4438363.685726989),1
1153.0,POINT (464807.87198602874 4438870.850849966),POINT (464930.2842082754 4438885.027978478),2
1157.0,POINT (465403.17799951974 4438916.804720357),POINT (465391.03818164393 4439021.414695799),1
1158.0,POINT (465613.9 4438998.2),POINT (465648.9 4439051.3),1
1159.0,POINT (465569.5 4439041.9),POINT (465613.9 4438998.2),1
1160.0,POINT (465012 4439026.6),POINT (465050 4439080.5),35
1162.0,POINT (464915.15882832464 4439015.362056816),POINT (464957.93150227144 4439069.377629381),4
1162.0,POINT (464915.2 4439015.4),POINT (464957.9 4439069.4),1
1167.0,POINT (464978.7 4438973.5),POINT (465012 4439026.6),35
1168.0,POINT (464926.4 4438918.5),POINT (464959.6 4438971.6),35
1190.0,POINT (465818.7704277523 4438078.4113936145),POINT (465766.74083993956 4438023.488659026),41
1191.0,POINT (465766.7 4438023.5),POINT (465733.4 4437968.9),35
1191.0,POINT (465766.74083993956 4438023.488659026),POINT (465733.3799601635 4437968.894896023),6
1196.0,POINT (465969 4437742.3),POINT (465962.7 4437796.2),1
1197.0,POINT (465974.2 4437697.4),POINT (465969 4437742.3),1
1198.0,POINT (465980.2 4437645.5),POINT (465974.2 4437697.4),1
1241.0,POINT (466468.6 4438673.4),POINT (466489.4 4438707.4),1
1245.0,POINT (466612.0460469341 4438569.062361106),POINT (466545.5342302481 4438561.35934101),1
1246.0,POINT (466483 4438550),POINT (466545.5 4438561.4),1
1247.0,POINT (466545.5 4438561.4),POINT (466482 4438558.1),1
1249.0,POINT (466493.4 4438459.6),POINT (466556 4438471),1
1251.0,POINT (467037.4670695346 4433806.590090353),POINT (467075.55446468387 4433894.698445097),4
1252.0,POINT (467075.55446468387 4433894.698445097),POINT (467096.7582492931 4433939.398420764),2
1252.0,POINT (467096.7582492931 4433939.398420764),POINT (467075.55446468387 4433894.698445097),1
1253.0,POINT (467075.6 4433894.7),POINT (467093.5 4433940.8),2
1253.0,POINT (467093.5 4433940.8),POINT (467075.6 4433894.7),2
1254.0,POINT (466967.55603428837 4433836.85675217),POINT (467005.5893106349 4433924.840356465),2
1255.0,POINT (467005.5893106349 4433924.840356465),POINT (467026.7931726808 4433969.540363973),2
1255.0,POINT (467026.7931726808 4433969.540363973),POINT (467005.5893106349 4433924.840356465),1
1256.0,POINT (467023.5 4433970.9),POINT (467005.6 4433924.8),2
1258.0,POINT (467096.4 4433992.7),POINT (467112.4 4433932.6),2
1258.0,POINT (467112.3678053552 4433932.644942481),POINT (467096.3666591309 4433992.661936773),1
1258.0,POINT (467112.4 4433932.6),POINT (467096.4 4433992.7),1
1259.0,POINT (467080.4 4434052.7),POINT (467096.4 4433992.7),2
1259.0,POINT (467096.4 4433992.7),POINT (467080.4 4434052.7),2
1261.0,POINT (466992.6 4433985.9),POINT (467023.5 4433970.9),9
1261.0,POINT (467023.5 4433970.9),POINT (466992.6 4433985.9),5
1261.0,POINT (467023.5327224294 4433970.88072202),POINT (466992.6068315795 4433985.897433179),2
1262.0,POINT (466954 4433980),POINT (466992.6 4433985.9),5
1262.0,POINT (466992.6 4433985.9),POINT (466954 4433980),1
1263.0,POINT (466957.7 4434013.4),POINT (466954 4433980),3
1264.0,POINT (466984.6 4434066.4),POINT (466992.6 4433985.9),2
1264.0,POINT (466992.6 4433985.9),POINT (466984.6 4434066.4),7
1264.0,POINT (466992.60683158133 4433985.897433182),POINT (466984.60976474546 4434066.425802385),2
1266.0,POINT (466984.6 4434066.4),POINT (466995.2 4434127.2),8
1266.0,POINT (466984.60976474546 4434066.425802385),POINT (466995.23867649026 4434127.156795587),1
1266.0,POINT (466995.2 4434127.2),POINT (466984.6 4434066.4),2
1266.0,POINT (466995.23867649026 4434127.156795587),POINT (466984.60976474546 4434066.425802385),1
1267.0,POINT (466984.6 4434066.4),POINT (466913.2 4434074.5),1
1267.0,POINT (466984.60976474546 4434066.425802385),POINT (466913.1545382561 4434074.452132616),1
1268.0,POINT (466888.6355877081 4433894.718779471),POINT (466954.03538342286 4433980.039214708),5
1269.0,POINT (466838.25830547884 4433940.853980208),POINT (466918.2579516396 4434014.228063857),5
1270.0,POINT (466918.3 4434014.2),POINT (466957.7 4434013.4),1
1271.0,POINT (466918.3 4434014.2),POINT (466927 4434050.8),4
1271.0,POINT (466927 4434050.8),POINT (466918.3 4434014.2),5
1272.0,POINT (466927 4434050.8),POINT (466889.5 4434054.2),2
1273.0,POINT (466889.5 4434054.2),POINT (466902.9 4434096.3),4
1273.0,POINT (466902.9 4434096.3),POINT (466889.5 4434054.2),1
1274.0,POINT (466796.6538453186 4433995.035397738),POINT (466889.47056011576 4434054.219326638),4
1275.0,POINT (466762.19208137784 4434064.4970574025),POINT (466848.0972823426 4434097.574294191),4
1277.0,POINT (466848.0972823426 4434097.574294191),POINT (466895.87108051125 4434115.371463392),3
1277.0,POINT (466848.1 4434097.6),POINT (466895.9 4434115.4),1
1277.0,POINT (466895.87108051125 4434115.371463392),POINT (466848.0972823426 4434097.574294191),2
1278.0,POINT (466737.7961315885 4434160.5933901295),POINT (466819.2005054327 4434170.021498639),3
1279.0,POINT (466819.2 4434170),POINT (466881.8 4434181.4),1
1279.0,POINT (466819.2005054327 4434170.021498639),POINT (466881.78124331124 4434181.387788149),2
1279.0,POINT (466881.8 4434181.4),POINT (466819.2 4434170),2
1281.0,POINT (466896.6862060353 4435184.368030708),POINT (466816.2346176207 4435175.0502825305),1
1283.0,POINT (466816.2346176207 4435175.0502825305),POINT (466767.3727451684 4435167.2018339615),1
1284.0,POINT (466718.37881655805 4435161.20790353),POINT (466767.3727451684 4435167.2018339615),1
1284.0,POINT (466718.4 4435161.2),POINT (466767.4 4435167.2),2
1284.0,POINT (466767.4 4435167.2),POINT (466718.4 4435161.2),3
1285.0,POINT (466718.37881655805 4435161.20790353),POINT (466767.3211186044 4435167.646681698),1
1285.0,POINT (466767.3211186044 4435167.646681698),POINT (466718.37881655805 4435161.20790353),2
1286.0,POINT (466628.91043141484 4435150.838672383),POINT (466718.37881655805 4435161.20790353),4
1288.0,POINT (466709.9 4435234.2),POINT (466758.9 4435239.8),3
1288.0,POINT (466758.9485328244 4435239.790275564),POINT (466709.90305530094 4435234.188001992),2
1289.0,POINT (466620.4398400681 4435223.826447498),POINT (466709.90305530094 4435234.188001992),3
1291.0,POINT (466749.2 4435323.8),POINT (466750.2 4435315.3),8
1291.0,POINT (466750.2 4435315.3),POINT (466749.2 4435323.8),4
1295.0,POINT (467069.2 4435366.9),POINT (467164.3 4435357.8),2
1297.0,POINT (466763.86198224686 4436424.382639006),POINT (466793.64540723804 4436384.900764447),4
1297.0,POINT (466763.9 4436424.4),POINT (466793.6 4436384.9),1
1297.0,POINT (466793.6 4436384.9),POINT (466763.9 4436424.4),4
1297.0,POINT (466793.64540723804 4436384.900764447),POINT (466763.86198224686 4436424.382639006),1
1298.0,POINT (466712.5676661553 4436493.423624106),POINT (466763.86198224686 4436424.382639006),5
1299.0,POINT (466629.30261345115 4436467.775525421),POINT (466704.0913422927 4436379.4190634955),3
1300.0,POINT (466704.0913422927 4436379.4190634955),POINT (466735.35304947104 4436342.131189501),2
1300.0,POINT (466735.35304947104 4436342.131189501),POINT (466704.0913422927 4436379.4190634955),1
1301.0,POINT (466704.1 4436379.4),POINT (466735.4 4436342.1),1
1301.0,POINT (466735.4 4436342.1),POINT (466704.1 4436379.4),1
1302.0,POINT (466574.6490359437 4436361.4931878),POINT (466646.7725659404 4436313.946308831),3
1303.0,POINT (466646.7725659404 4436313.946308831),POINT (466687.3040452786 4436287.350802112),2
1303.0,POINT (466687.3040452786 4436287.350802112),POINT (466646.7725659404 4436313.946308831),2
1304.0,POINT (466646.8 4436313.9),POINT (466687.3 4436287.4),1
1304.0,POINT (466687.3 4436287.4),POINT (466646.8 4436313.9),1
1305.0,POINT (466535.1977505917 4436284.11469432),POINT (466617.952263562 4436252.895660957),4
1306.0,POINT (466617.952263562 4436252.895660957),POINT (466664.7182519324 4436234.807041181),1
1306.0,POINT (466664.7182519324 4436234.807041181),POINT (466617.952263562 4436252.895660957),2
1307.0,POINT (466617.952263562 4436252.895660957),POINT (466664.7182519324 4436234.807041181),1
1307.0,POINT (466618 4436252.9),POINT (466664.7 4436234.8),2
1307.0,POINT (466664.7 4436234.8),POINT (466618 4436252.9),3
1307.0,POINT (466664.7182519324 4436234.807041181),POINT (466617.952263562 4436252.895660957),1
1311.0,POINT (466513.0669841012 4436100.781071771),POINT (466594.0430344879 4436110.159385145),3
1312.0,POINT (466594 4436110.2),POINT (466657.6 4436113.4),1
1312.0,POINT (466594.0430344879 4436110.159385145),POINT (466657.5628195908 4436113.398029121),1
1313.0,POINT (466594.0430344879 4436110.159385145),POINT (466656.61962931324 4436121.525208836),1
1313.0,POINT (466656.61962931324 4436121.525208836),POINT (466594.0430344879 4436110.159385145),1
1314.0,POINT (466523.4467507964 4436011.341945032),POINT (466604.4184807362 4436020.719997311),1
1315.0,POINT (466604.4 4436020.7),POINT (466667.9 4436024),1
1316.0,POINT (466667 4436032.1),POINT (466604.4 4436020.7),2
1317.0,POINT (466793.3738278942 4435998.135885924),POINT (466735.6156000821 4435991.4464431945),1
1318.0,POINT (466735.6156000821 4435991.4464431945),POINT (466673.03487731516 4435980.080318442),1
1320.0,POINT (466533.394063944 4435921.852920387),POINT (466614.7981806472 4435931.281065118),3
1321.0,POINT (466614.8 4435931.3),POINT (466677.4 4435942.6),1
1321.0,POINT (466677.37908503413 4435942.647201009),POINT (466614.7981806472 4435931.281065118),1
1322.0,POINT (466614.7981806472 4435931.281065118),POINT (466678.322220915 4435934.519948535),2
1322.0,POINT (466678.3 4435934.5),POINT (466614.8 4435931.3),2
1322.0,POINT (466678.322220915 4435934.519948535),POINT (466614.7981806472 4435931.281065118),1
1325.0,POINT (466689 4435842.4),POINT (466738.3 4435846.3),1
1326.0,POINT (466706.30123935826 4435693.434099231),POINT (466755.38502319343 4435699.370458813),1
1327.0,POINT (466706.3 4435693.4),POINT (466755.4 4435699.4),1
1327.0,POINT (466755.38502319343 4435699.370458813),POINT (466706.30123935826 4435693.434099231),1
1327.0,POINT (466755.4 4435699.4),POINT (466706.3 4435693.4),1
1328.0,POINT (466835.8366060294 4435708.68817801),POINT (466755.38502319343 4435699.370458813),2
1330.0,POINT (466843.7308683945 4435640.665558385),POINT (466763.27925903164 4435631.347860128),1
1332.0,POINT (466714 4435627.4),POINT (466763.3 4435631.3),2
1332.0,POINT (466763.27925903164 4435631.347860128),POINT (466713.96765299235 4435627.374977615),1
1339.0,POINT (466429.580105938 4435134.428597184),POINT (466340.19292900804 4435124.075987896),3
1340.0,POINT (466290.9 4435120.1),POINT (466340.2 4435124.1),4
1340.0,POINT (466340.19292900804 4435124.075987896),POINT (466290.8812697241 4435120.103049638),1
1341.0,POINT (466340.19292900804 4435124.075987896),POINT (466291.2794028297 4435116.672476124),2
1342.0,POINT (466242.3864342533 4435109.091343507),POINT (466291.2794028297 4435116.672476124),1
1342.0,POINT (466291.3 4435116.7),POINT (466242.4 4435109.1),1
1344.0,POINT (466161.9348471062 4435099.77352096),POINT (466242.3864342533 4435109.091343507),1
1345.0,POINT (466420.82135468815 4435209.898939371),POINT (466331.43428382 4435199.546329869),5
1346.0,POINT (466282.1 4435195.6),POINT (466331.4 4435199.5),2
1346.0,POINT (466282.1225981731 4435195.573454145),POINT (466331.43428382 4435199.546329869),1
1346.0,POINT (466331.43428382 4435199.546329869),POINT (466282.1225981731 4435195.573454145),3
1347.0,POINT (466282.5207322249 4435192.142872484),POINT (466331.43428382 4435199.546329869),2
1347.0,POINT (466331.4 4435199.5),POINT (466282.5 4435192.1),1
1347.0,POINT (466331.43428382 4435199.546329869),POINT (466282.5207322249 4435192.142872484),1
1348.0,POINT (466412.29320560955 4435283.3832628615),POINT (466322.906047279 4435273.0306511),4
1349.0,POINT (466273.5784185128 4435269.195657179),POINT (466322.906047279 4435273.0306511),1
1349.0,POINT (466273.6 4435269.2),POINT (466322.9 4435273),4
1349.0,POINT (466322.9 4435273),POINT (466273.6 4435269.2),4
1351.0,POINT (466380.06175051816 4435613.130138084),POINT (466284.71756606176 4435602.087601008),2
1352.0,POINT (466284.71756606176 4435602.087601008),POINT (466235.59634206444 4435596.474651659),1
1353.0,POINT (466235.6 4435596.5),POINT (466284.7 4435602.1),1
1353.0,POINT (466284.7 4435602.1),POINT (466235.6 4435596.5),1
1354.0,POINT (466121.9883572515 4435548.017369468),POINT (466190.5259973984 4435555.955295574),3
1356.0,POINT (466190.5 4435556),POINT (466239.6 4435561.7),3
1356.0,POINT (466239.6 4435561.7),POINT (466190.5 4435556),3
1357.0,POINT (466183.3808780685 4435617.523214165),POINT (466232.51783101447 4435623.001216775),1
1358.0,POINT (466183.4 4435617.5),POINT (466232.5 4435623),2
1358.0,POINT (466232.5 4435623),POINT (466183.4 4435617.5),2
1359.0,POINT (466114.8431025287 4435609.585358305),POINT (466183.3808780685 4435617.523214165),3
1360.0,POINT (466176.23562639765 4435679.091147255),POINT (466225.37361953873 4435684.560648579),1
1361.0,POINT (466176.2 4435679.1),POINT (466225.4 4435684.6),2
1361.0,POINT (466225.4 4435684.6),POINT (466176.2 4435679.1),3
1362.0,POINT (466107.69788602274 4435671.153360881),POINT (466176.23562639765 4435679.091147255),3
1363.0,POINT (466370.55399869196 4435695.055240689),POINT (466275.20988792926 4435684.012721147),2
1365.0,POINT (466275.2 4435684),POINT (466226.1 4435678.2),2
1366.0,POINT (466360.9310585316 4435777.973277887),POINT (466265.58703378774 4435766.930777397),2
1367.0,POINT (466265.58703378774 4435766.930777397),POINT (466216.4943195917 4435761.070794068),1
1368.0,POINT (466216.5 4435761.1),POINT (466265.6 4435766.9),1
1368.0,POINT (466265.58703378774 4435766.930777397),POINT (466216.4943195917 4435761.070794068),1
1372.0,POINT (466353.78581984807 4435839.541378437),POINT (466258.4417021256 4435828.498753216),3
1373.0,POINT (466258.4417021256 4435828.498753216),POINT (466209.310444003 4435822.97199909),2
1374.0,POINT (466209.3 4435823),POINT (466258.4 4435828.5),4
1374.0,POINT (466258.4 4435828.5),POINT (466209.3 4435823),1
1375.0,POINT (466346.0052092122 4435907.577170882),POINT (466250.5474394215 4435896.521393377),1
1376.0,POINT (466250.5474394215 4435896.521393377),POINT (466201.4612216726 4435890.606288513),1
1377.0,POINT (466201.5 4435890.6),POINT (466250.5 4435896.5),2
1378.0,POINT (466336.36231656466 4435989.674336428),POINT (466241.0182622522 4435978.631725106),3
1380.0,POINT (466191.9 4435972.7),POINT (466241 4435978.6),1
1380.0,POINT (466241 4435978.6),POINT (466191.9 4435972.7),2
1380.0,POINT (466241.0182622522 4435978.631725106),POINT (466191.93357262854 4435972.703055024),1
1381.0,POINT (466325.9826705493 4436079.1134056505),POINT (466230.6385276383 4436068.070935441),4
1382.0,POINT (466181.4464924736 4436063.066938819),POINT (466230.6385276383 4436068.070935441),1
1382.0,POINT (466230.6385276383 4436068.070935441),POINT (466181.4464924736 4436063.066938819),1
1383.0,POINT (466181.4 4436063.1),POINT (466230.6 4436068.1),2
1383.0,POINT (466230.6 4436068.1),POINT (466181.4 4436063.1),1
1383.0,POINT (466230.6385276383 4436068.070935441),POINT (466181.4464924736 4436063.066938819),2
1385.0,POINT (466132.3 4436057.9),POINT (466181.4 4436063.1),1
1385.0,POINT (466181.4 4436063.1),POINT (466132.3 4436057.9),1
1386.0,POINT (466063.7319930652 4436049.994865263),POINT (466132.2696961388 4436057.932667194),1
1387.0,POINT (466169.23772288393 4436123.651894404),POINT (466216.0819703769 4436142.120205125),1
1387.0,POINT (466216.0819703769 4436142.120205125),POINT (466169.23772288393 4436123.651894404),3
1388.0,POINT (466169.2 4436123.7),POINT (466216.1 4436142.1),3
1388.0,POINT (466169.23772288393 4436123.651894404),POINT (466216.0819703769 4436142.120205125),1
1388.0,POINT (466216.0819703769 4436142.120205125),POINT (466169.23772288393 4436123.651894404),1
1389.0,POINT (466300.1386758499 4436174.649266522),POINT (466216.0819703769 4436142.120205125),4
1391.0,POINT (466169.2 4436123.7),POINT (466124.3 4436127),1
1393.0,POINT (466260.1096215714 4436251.1941212565),POINT (466188.60849225055 4436203.170350682),4
1394.0,POINT (466188.60849225055 4436203.170350682),POINT (466146.8207903188 4436175.3010910805),2
1395.0,POINT (466146.8 4436175.3),POINT (466188.6 4436203.2),4
1395.0,POINT (466188.6 4436203.2),POINT (466146.8 4436175.3),2
1396.0,POINT (466205.8894272428 4436318.786322881),POINT (466147.1308250362 4436256.606923034),2
1398.0,POINT (466113.7 4436220.6),POINT (466147.1 4436256.6),2
1398.0,POINT (466147.1 4436256.6),POINT (466113.7 4436220.6),1
1398.0,POINT (466147.1308250362 4436256.606923034),POINT (466113.6661251448 4436220.625214439),1
1399.0,POINT (466114.7547885394 4436383.102753196),POINT (466075.54493556544 4436306.194248954),2
1401.0,POINT (466053.8 4436263.3),POINT (466075.5 4436306.2),1
1401.0,POINT (466053.8360133562 4436263.260211905),POINT (466075.54493556544 4436306.194248954),2
1401.0,POINT (466075.54493556544 4436306.194248954),POINT (466053.8360133562 4436263.260211905),2
1402.0,POINT (466041.4150278419 4436415.692696592),POINT (466007.337183306 4436336.859791176),1
1403.0,POINT (465988.468844817 4436291.02973902),POINT (466007.337183306 4436336.859791176),1
1403.0,POINT (466007.337183306 4436336.859791176),POINT (465988.468844817 4436291.02973902),1
1404.0,POINT (465988.5 4436291),POINT (466007.3 4436336.9),2
1408.0,POINT (464922.40938721225 4436188.193952821),POINT (464929.4047767138 4436127.9158997275),2
1409.0,POINT (464929.4047767138 4436127.9158997275),POINT (464933.390593566 4436078.594715267),1
1410.0,POINT (464929.4047767138 4436127.9158997275),POINT (464933.390593566 4436078.594715267),2
1410.0,POINT (464933.4 4436078.6),POINT (464929.4 4436127.9),2
1411.0,POINT (464989.8017773265 4436195.999088706),POINT (464996.79718164913 4436135.721102798),3
1413.0,POINT (464996.79718164913 4436135.721102798),POINT (465004.2130875718 4436086.797038348),1
1413.0,POINT (464996.8 4436135.7),POINT (465004.2 4436086.8),2
1413.0,POINT (465004.2 4436086.8),POINT (464996.8 4436135.7),2
1423.0,POINT (465179.59511142503 4436309.325611146),POINT (465225.113632367 4436329.545075053),2
1425.0,POINT (465225.1 4436329.5),POINT (465271.7 4436350.4),2
1425.0,POINT (465271.7 4436350.4),POINT (465225.1 4436329.5),1
1426.0,POINT (465007.7023042338 4436504.727546437),POINT (465250.5483670961 4436532.853095351),3
1427.0,POINT (465000.0274489466 4436583.390951609),POINT (465241.43852738384 4436611.350208059),7
1429.0,POINT (465110.2214792026 4436927.856982024),POINT (465161.6136127161 4436908.045574866),5
1430.0,POINT (465161.6136127161 4436908.045574866),POINT (465209.1483260747 4436889.588623844),3
1430.0,POINT (465209.1483260747 4436889.588623844),POINT (465161.6136127161 4436908.045574866),1
1431.0,POINT (465161.6 4436908),POINT (465209.1 4436889.6),2
1431.0,POINT (465209.1 4436889.6),POINT (465161.6 4436908),4
1432.0,POINT (465110.52852856275 4436967.462783949),POINT (465169.90283009317 4436974.339343853),7
1434.0,POINT (465169.9 4436974.3),POINT (465198.9 4436977.8),7
1434.0,POINT (465198.9 4436977.8),POINT (465169.9 4436974.3),4
1435.0,POINT (465091.1 4437005.6),POINT (465145.7 4437042.7),1
